"Gene ID","source_id","Organism","Genomic Location (Gene)","Product Description","Previous ID(s)","Chromosome","Ortholog count","Ortholog Group","Paralog count","# Exons in Gene","# Exons in Transcript","# Transcripts","Annotated 3' UTR length","Annotated 5' UTR length","Transcript Length"
"PCHAS_0109600","PCHAS_0109600.1","P. chabaudi chabaudi","PCHAS_01_v3:368,992..369,972(+)","conserved Plasmodium protein, unknown function","Previous IDs: PC000216.04.0;PC107187.00.0;PCAS_010960;PCHAS_010960","01","41","OG5_184618","0","3","3","1","null","null","258"
"PCHAS_0109700","PCHAS_0109700.1","P. chabaudi chabaudi","PCHAS_01_v3:370,204..372,213(+)","transketolase, putative","Previous IDs: PC000215.04.0;PC301852.00.0;PCAS_010970;PCHAS_010970","01","44","OG5_126720","0","1","1","1","null","null","2010"
"PCHAS_0109800","PCHAS_0109800.1","P. chabaudi chabaudi","PCHAS_01_v3:372,930..376,373(-)","transcription elongation factor SPT5, putative","Previous IDs: PC000191.05.0;PC000393.02.0;PC000425.00.0;PCAS_010980;PCHAS_010980","01","44","OG5_127919","0","1","1","1","null","null","3444"
"PCHAS_0109900","PCHAS_0109900.1","P. chabaudi chabaudi","PCHAS_01_v3:377,965..379,098(-)","SNARE associated Golgi protein, putative","Previous IDs: PC000264.04.0;PC102833.00.0;PCAS_010990;PCHAS_010990","01","45","OG5_128091","0","3","3","1","null","null","867"
"PCHAS_0110000","PCHAS_0110000.1","P. chabaudi chabaudi","PCHAS_01_v3:380,603..380,869(-)","succinate dehydrogenase subunit 3, putative","Previous IDs: PC000165.02.0;PCAS_011000;PCHAS_011000","01","44","OG5_158054","0","1","1","1","null","null","267"
"PCHAS_0110100","PCHAS_0110100.1","P. chabaudi chabaudi","PCHAS_01_v3:381,856..382,953(+)","AP2 domain transcription factor, putative","Previous IDs: PC000164.02.0;PC302090.00.0;PCAS_011010;PCHAS_011010","01","43","OG5_149592","0","3","3","1","null","null","840"
"PCHAS_0110200","PCHAS_0110200.1","P. chabaudi chabaudi","PCHAS_01_v3:384,160..385,284(+)","ATP synthase-associated protein, putative","Previous IDs: PC000309.03.0;PC000800.00.0;PCAS_011020;PCHAS_011020","01","43","OG5_147455","0","3","3","1","null","null","843"
"PCHAS_0110300","PCHAS_0110300.1","P. chabaudi chabaudi","PCHAS_01_v3:385,641..387,956(-)","SWIB/MDM2 domain-containing protein, putative","Previous IDs: PC000200.03.0;PC000247.01.0;PC101482.00.0;PC300594.00.0;PCAS_011030;PCHAS_011030","01","44","OG5_163982","0","1","1","1","null","null","2316"
"PCHAS_0110400","PCHAS_0110400.1","P. chabaudi chabaudi","PCHAS_01_v3:394,491..395,600(-)","conserved protein, unknown function","Previous IDs: PCHAS_011040","01","44","OG5_157159","0","1","1","1","null","null","1110"
"PCHAS_0110500","PCHAS_0110500.1","P. chabaudi chabaudi","PCHAS_01_v3:396,940..398,853(-)","basal complex transmembrane protein 1, putative","Previous IDs: PCHAS_011050","01","44","OG5_164905","0","1","1","1","null","null","1914"
"PCHAS_0110600","PCHAS_0110600.1","P. chabaudi chabaudi","PCHAS_01_v3:400,127..400,613(-)","60S ribosomal protein L39, putative","Previous IDs: PCHAS_011060","01","41","OG5_127376","0","3","3","1","null","null","156"
"PCHAS_0110700","PCHAS_0110700.1","P. chabaudi chabaudi","PCHAS_01_v3:401,971..410,223(-)","conserved Plasmodium protein, unknown function","Previous IDs: PC000302.03.0;PC101889.00.0;PC400218.00.0;PC405765.00.0;PC405979.00.0;PCAS_011070;PCHAS_011070","01","269","OG5_129463","6","5","5","1","null","null","7785"
"PCHAS_0110800","PCHAS_0110800.1","P. chabaudi chabaudi","PCHAS_01_v3:413,198..414,004(+)","lsm12, putative","Previous IDs: PC107111.00.0;PCAS_011080;PCHAS_011080","01","44","OG5_129741","0","3","3","1","null","null","534"
"PCHAS_0110900","PCHAS_0110900.1","P. chabaudi chabaudi","PCHAS_01_v3:414,492..414,892(-)","conserved Plasmodium protein, unknown function","Previous IDs: PC107110.00.0;PCAS_011090;PCHAS_011090","01","44","OG5_166983","0","3","3","1","null","null","168"
"PCHAS_0111000","PCHAS_0111000.1","P. chabaudi chabaudi","PCHAS_01_v3:415,716..417,422(-)","eukaryotic translation initiation factor 3 subunit L, putative","Previous IDs: PC000855.03.0;PC300377.00.0;PCAS_011100;PCHAS_011100","01","44","OG5_128650","0","1","1","1","null","null","1707"
"PCHAS_0111100","PCHAS_0111100.1","P. chabaudi chabaudi","PCHAS_01_v3:418,715..424,582(-)","leucine-rich repeat protein","Previous IDs: PC000903.01.0;PC301291.00.0;PC402291.00.0;PCAS_011110;PCHAS_011110","01","300","OG5_126585","5","8","8","1","null","null","5166"
"PCHAS_0111200","PCHAS_0111200.1","P. chabaudi chabaudi","PCHAS_01_v3:425,826..426,179(+)","transmembrane protein 234, putative","Previous IDs: PCHAS_011120","01","39","OG5_130420","0","1","1","1","null","null","354"
"PCHAS_0111300","PCHAS_0111300.1","P. chabaudi chabaudi","PCHAS_01_v3:426,214..426,918(+)","conserved Plasmodium protein, unknown function","Previous IDs: PCHAS_011130","01","43","OG5_173783","0","1","1","1","null","null","705"
"PCHAS_0111400","PCHAS_0111400.1","P. chabaudi chabaudi","PCHAS_01_v3:427,260..427,619(-)","conserved Plasmodium protein, unknown function","Previous IDs: PCHAS_011140","01","43","OG5_166984","0","1","1","1","null","null","360"
"PCHAS_0111500","PCHAS_0111500.1","P. chabaudi chabaudi","PCHAS_01_v3:428,232..429,449(-)","cytoplasmic tRNA 2-thiolation protein 1, putative","Previous IDs: PC000859.03.0;PCAS_011150;PCHAS_011150","01","44","OG5_127415","0","1","1","1","null","null","1218"
"PCHAS_0111600","PCHAS_0111600.1","P. chabaudi chabaudi","PCHAS_01_v3:430,319..431,317(-)","6-cysteine protein P12, putative","Previous IDs: PC000860.03.0;PCAS_011160;PCHAS_011160","01","43","OG5_166985","0","1","1","1","null","null","999"
"PCHAS_0111700","PCHAS_0111700.1","P. chabaudi chabaudi","PCHAS_01_v3:431,933..432,922(-)","6-cysteine protein","Previous IDs: PC000586.03.0;PC000861.03.0;PCAS_011170;PCHAS_011170","01","45","OG5_166986","0","1","1","1","null","null","990"
"PCHAS_0111800","PCHAS_0111800.1","P. chabaudi chabaudi","PCHAS_01_v3:434,961..437,015(+)","nucleolar GTP-binding protein 1, putative","Previous IDs: PC000370.05.0;PC000405.00.0;PC000909.01.0;PCAS_011180;PCHAS_011180","01","44","OG5_127411","0","1","1","1","null","null","2055"
"PCHAS_0111900","PCHAS_0111900.1","P. chabaudi chabaudi","PCHAS_01_v3:438,037..439,792(-)","conserved Plasmodium protein, unknown function","Previous IDs: PCHAS_011190","01","36","OG5_162065","0","6","6","1","null","null","354"
"PCHAS_0112000","PCHAS_0112000.1","P. chabaudi chabaudi","PCHAS_01_v3:441,846..442,552(+)","conserved Plasmodium protein, unknown function","Previous IDs: PCHAS_011200","01","42","OG5_166987","0","4","4","1","null","null","231"
"PCHAS_0112100","PCHAS_0112100.1","P. chabaudi chabaudi","PCHAS_01_v3:443,534..443,805(+)","conserved Plasmodium protein, unknown function","Previous IDs: PC302065.00.0;PCAS_011210;PCHAS_011210","01","42","OG5_205346","0","2","2","1","null","null","183"
"PCHAS_0112200","PCHAS_0112200.1","P. chabaudi chabaudi","PCHAS_01_v3:444,325..447,885(-)","rhoptry protein ROP14, putative","Previous IDs: PC000005.04.0;PC300251.00.0;PC300856.00.0;PCAS_011220;PCHAS_011220","01","45","OG5_133090","0","4","4","1","null","null","3261"
"PCHAS_0112300","PCHAS_0112300.1","P. chabaudi chabaudi","PCHAS_01_v3:449,651..450,397(+)","50S ribosomal protein L18, apicoplast, putative","Previous IDs: PC000028.02.0;PCAS_011230;PCHAS_011230","01","44","OG5_130467","0","2","2","1","null","null","636"
"PCHAS_0112400","PCHAS_0112400.1","P. chabaudi chabaudi","PCHAS_01_v3:450,602..453,520(-)","AP-3 complex subunit beta, putative","Previous IDs: PC000027.02.0;PC000072.02.0;PC000771.00.0;PC300810.00.0;PC302561.00.0;PCAS_011240;PCHAS_011240","01","44","OG5_156671","0","1","1","1","null","null","2919"
"PCHAS_0112500","PCHAS_0112500.1","P. chabaudi chabaudi","PCHAS_01_v3:455,201..457,732(+)","conserved Plasmodium protein, unknown function","Previous IDs: PC000426.01.0;PC000438.04.0;PCAS_011250;PCHAS_011250","01","44","OG5_166988","0","2","2","1","null","null","2067"
"PCHAS_0112600","PCHAS_0112600.1","P. chabaudi chabaudi","PCHAS_01_v3:458,132..460,075(-)","syntaxin-binding protein, putative","Previous IDs: PC000425.01.0;PCAS_011260;PCHAS_011260","01","44","OG5_127453","0","1","1","1","null","null","1944"
"PCHAS_0112700","PCHAS_0112700.1","P. chabaudi chabaudi","PCHAS_01_v3:463,781..471,667(+)","AP2 domain transcription factor, putative","Previous IDs: PC000089.00.0;PC100820.00.0;PC107760.00.0;PC300311.00.0;PC301923.00.0;PC404866.00.0;PC405004.00.0;PCAS_011270;PCHAS_011270","01","33","OG5_159961","0","2","2","1","null","null","7773"
"PCHAS_0112800","PCHAS_0112800.1","P. chabaudi chabaudi","PCHAS_01_v3:472,033..478,425(-)","myosin E, putative","Previous IDs: PC000316.02.0;PC001422.02.0;PC105792.00.0;PC301058.00.0;PC301417.00.0;PCAS_011280;PCHAS_011280","01","48","OG5_166989","0","1","1","1","null","null","6393"
"PCHAS_0112900","PCHAS_0112900.1","P. chabaudi chabaudi","PCHAS_01_v3:480,746..483,277(-)","conserved Plasmodium protein, unknown function","Previous IDs: PC000301.04.0;PC000560.02.0;PC302278.00.0;PCAS_011290;PCHAS_011290","01","87","OG5_146564","1","1","1","1","null","null","2532"
"PCHAS_0113000","PCHAS_0113000.1","P. chabaudi chabaudi","PCHAS_01_v3:484,345..486,780(-)","cytosolic Fe-S cluster assembly factor NAR1, putative","Previous IDs: PC000213.01.0;PC302269.00.0;PCAS_011300;PCHAS_011300","01","87","OG5_146564","1","1","1","1","null","null","2436"
"PCHAS_0113100","PCHAS_0113100.1","P. chabaudi chabaudi","PCHAS_01_v3:488,002..490,182(-)","major facilitator superfamily-related transporter, putative","Previous IDs: PC000438.02.0;PC300465.00.0;PCAS_011310;PCHAS_011310","01","44","OG5_164658","0","4","4","1","null","null","1788"
"PCHAS_0113200","PCHAS_0113200.1","P. chabaudi chabaudi","PCHAS_01_v3:492,658..493,687(+)","fam-b protein","Previous IDs: PC101181.00.0;PCAS_011320;PCHAS_011320","01","8","OG5_162708","0","2","2","1","null","null","849"
"PCHAS_0113300","PCHAS_0113300.1","P. chabaudi chabaudi","PCHAS_01_v3:496,452..500,013(+)","PIR protein","Previous IDs: PC101392.00.0;PC107835.00.0;PC107859.00.0;PCAS_011330;PCHAS_011330","01","96","OG5_131690","31","3","3","1","null","null","3342"
"PCHAS_0113400","PCHAS_0113400.1","P. chabaudi chabaudi","PCHAS_01_v3:501,218..502,081(+)","fam-b protein","Previous IDs: PC104878.00.0;PCAS_011340;PCHAS_011340","01","0","OG5_pcha|PCHAS_011340","0","2","2","1","null","null","795"
"PCHAS_0113500","PCHAS_0113500.1","P. chabaudi chabaudi","PCHAS_01_v3:502,883..504,308(-)","fam-a protein","Previous IDs: PC102965.00.0;PCAS_011350;PCHAS_011350","01","29","OG5_149174","7","6","6","1","null","null","798"
"PCHAS_0113600","PCHAS_0113600.1","P. chabaudi chabaudi","PCHAS_01_v3:505,811..507,212(-)","fam-a protein","Previous IDs: PC107269.00.0;PCAS_011360;PCHAS_011360","01","42","OG5_140944","5","6","6","1","null","null","798"
"PCHAS_0113700","PCHAS_0113700.1","P. chabaudi chabaudi","PCHAS_01_v3:508,767..510,259(-)","fam-a protein","Previous IDs: PCHAS_011370","01","29","OG5_149174","7","6","6","1","null","null","849"
"PCHAS_0113800","PCHAS_0113800.1","P. chabaudi chabaudi","PCHAS_01_v3:511,787..513,239(-)","fam-a protein","Previous IDs: PC107181.00.0;PC405373.00.0;PCAS_011380;PCHAS_011380","01","29","OG5_149174","7","6","6","1","null","null","849"
"PCHAS_0113900","PCHAS_0113900.1","P. chabaudi chabaudi","PCHAS_01_v3:514,495..515,367(+)","erythrocyte membrane antigen 1","Previous IDs: PC107182.00.0;PCAS_011390;PCHAS_011390","01","22","OG5_138835","14","2","2","1","null","null","738"
"PCHAS_0114000","PCHAS_0114000.1","P. chabaudi chabaudi","PCHAS_01_v3:516,640..518,188(-)","fam-a protein","Previous IDs: PC107183.00.0;PCAS_011400;PCHAS_011400","01","2","OG5_243274","1","6","6","1","null","null","846"
"PCHAS_0114100","PCHAS_0114100.1","P. chabaudi chabaudi","PCHAS_01_v3:522,151..523,928(-)","fam-a protein","Previous IDs: PC000012.04.0;PC107184.00.0;PC403349.00.0;PC403350.00.0;PC404793.00.0;PC405958.00.0;PCAS_011410;PCHAS_011410","01","9","OG5_150347","5","6","6","1","null","null","1107"
"PCHAS_0114200","PCHAS_0114200.1","P. chabaudi chabaudi","PCHAS_01_v3:525,835..527,394(-)","fam-a protein","Previous IDs: PC106383.00.0;PC402445.00.0;PCAS_011420;PCHAS_011420","01","2","OG5_205420","2","6","6","1","null","null","912"
"PCHAS_0114300","PCHAS_0114300.1","P. chabaudi chabaudi","PCHAS_01_v3:528,868..537,172(-)","reticulocyte binding protein, putative","Previous IDs: PC301152.00.0;PC404325.00.0;PC405141.00.0;PCAS_011430;PCHAS_011430","01","239","OG5_130526","5","2","2","1","null","null","8178"
"PCHAS_0114400","PCHAS_0114400.1","P. chabaudi chabaudi","PCHAS_01_v3:539,687..541,193(-)","fam-a protein","Previous IDs: PC000305.04.0;PC101773.00.0;PC403340.00.0;PCAS_011440;PCHAS_011440","01","8","OG5_205422","1","6","6","1","null","null","828"
"PCHAS_0114500","PCHAS_0114500.1","P. chabaudi chabaudi","PCHAS_01_v3:545,047..546,177(+)","PIR protein","Previous IDs: PC100172.00.0;PC200022.00.0;PC402454.00.0;PCAS_011450;PCHAS_011450","01","0","OG5_134024","29","3","3","1","null","null","891"
"PCHAS_0114600","PCHAS_0114600.1","P. chabaudi chabaudi","PCHAS_01_v3:547,341..548,536(+)","haloacid dehalogenase-like hydrolase, putative","Previous IDs: PC302176.00.0;PCAS_011460;PCHAS_011460","01","55","OG5_127435","9","2","2","1","null","null","1101"
"PCHAS_0114700","PCHAS_0114700.1","P. chabaudi chabaudi","PCHAS_01_v3:549,598..551,091(-)","fam-a protein","Previous IDs: PC100834.00.0;PC108231.00.0;PC403983.00.0;PCAS_011470;PCHAS_011470","01","48","OG5_135223","8","6","6","1","null","null","867"
"PCHAS_0114800","PCHAS_0114800.1","P. chabaudi chabaudi","PCHAS_01_v3:555,515..558,963(+)","PIR protein","Previous IDs: PC403722.00.0;PC404412.00.0;PC405238.00.0;PCAS_011480;PCHAS_011480","01","96","OG5_131690","31","3","3","1","null","null","3228"
"PCHAS_0114900","PCHAS_0114900.1","P. chabaudi chabaudi","PCHAS_01_v3:561,261..563,303(+)","PIR protein","Previous IDs: PCHAS_011490","01","96","OG5_131690","31","3","3","1","null","null","1827"
"PCHAS_0115000","PCHAS_0115000.1","P. chabaudi chabaudi","PCHAS_01_v3:565,796..567,709(+)","PIR protein","Previous IDs: PC200059.00.0;PC403415.00.0;PCAS_011500;PCHAS_011500","01","0","OG5_134024","29","3","3","1","null","null","1686"
"PCHAS_0115100","PCHAS_0115100.1","P. chabaudi chabaudi","PCHAS_01_v3:569,215..570,415(+)","PIR protein","Previous IDs: PC200010.00.0;PC500010.00.0;PCAS_011510;PCHAS_011510","01","59","OG5_151952","6","3","3","1","null","null","960"
"PCHAS_0115200","PCHAS_0115200.1","P. chabaudi chabaudi","PCHAS_01_v3:573,880..575,028(+)","PIR protein","Previous IDs: PC200044.00.0;PC402995.00.0;PC500039.00.0;PCAS_011520;PCHAS_011520","01","45","OG5_136738","10","3","3","1","null","null","918"
"PCHAS_0115300","PCHAS_0115300.1","P. chabaudi chabaudi","PCHAS_01_v3:577,323..578,449(+)","PIR protein","Previous IDs: PC200006.00.0;PCAS_011530;PCHAS_011530","01","303","OG5_127566","16","3","3","1","null","null","903"
"PCHAS_0115400","PCHAS_0115400.1","P. chabaudi chabaudi","PCHAS_01_v3:579,261..580,742(-)","fam-a protein","Previous IDs: PC402591.00.0;PCAS_011540;PCHAS_011540","01","8","OG5_162120","5","6","6","1","null","null","882"
"PCHAS_0200001","PCHAS_0200001.1","P. chabaudi chabaudi","PCHAS_02_v3:825..2,285(+)","fam-a protein","Previous IDs: PC107443.00.0;PC108529.00.0;PCAS_137170;PCHAS_001080","02","3","OG5_pcha|PCHAS_001080","0","6","6","1","null","null","837"
"PCHAS_0200005","PCHAS_0200005.1","P. chabaudi chabaudi","PCHAS_02_v3:3,130..4,244(-)","PIR protein","Previous IDs: PC500011.00.0;PCAS_137160;PCHAS_001090","02","536","OG5_126782","27","3","3","1","null","null","879"
"PCHAS_0200011","PCHAS_0200011.1","P. chabaudi chabaudi","PCHAS_02_v3:6,197..7,467(-)","PIR protein","Previous IDs: PC200019.00.0;PCAS_137150;PCHAS_001100","02","9","OG5_145090","3","3","3","1","null","null","1059"
"PCHAS_0200015","PCHAS_0200015.1","P. chabaudi chabaudi","PCHAS_02_v3:10,488..11,639(-)","PIR protein","Previous IDs: PC200017.00.0;PC200046.00.0;PC500001.00.0;PCAS_137140;PCHAS_001110","02","536","OG5_126782","27","3","3","1","null","null","909"
"PCHAS_0200021","PCHAS_0200021.1","P. chabaudi chabaudi","PCHAS_02_v3:14,018..15,129(-)","PIR protein","Previous IDs: PC107366.00.0;PC500004.00.0;PCAS_137130;PCHAS_001120","02","45","OG5_136738","10","3","3","1","null","null","912"
"PCHAS_0200025","PCHAS_0200025.1","P. chabaudi chabaudi","PCHAS_02_v3:17,597..18,740(-)","PIR protein","Previous IDs: PCAS_137120;PCHAS_001130","02","303","OG5_127566","16","3","3","1","null","null","924"
"PCHAS_0200031","PCHAS_0200031.1","P. chabaudi chabaudi","PCHAS_02_v3:22,222..23,395(-)","PIR protein","Previous IDs: PC105797.00.0;PC200013.00.0;PC500035.00.0;PCAS_001300;PCHAS_000180","02","0","OG5_134024","29","3","3","1","null","null","936"
"PCHAS_0200035","PCHAS_0200035.1","P. chabaudi chabaudi","PCHAS_02_v3:26,826..30,048(-)","PIR protein","Previous IDs: PCAS_001290;PCHAS_000170","02","96","OG5_131690","31","3","3","1","null","null","3009"
"PCHAS_0200041","PCHAS_0200041.1","P. chabaudi chabaudi","PCHAS_02_v3:34,149..35,735(+)","fam-a protein","Previous IDs: PCAS_000610;PCHAS_000250","02","2","OG5_243274","1","6","6","1","null","null","876"
"PCHAS_0200045","PCHAS_0200045.1","P. chabaudi chabaudi","PCHAS_02_v3:37,165..37,582(-)","fam-c protein","Previous IDs: PC400867.00.0;PCAS_000600;PCHAS_000240","02","3","OG5_243273","2","2","2","1","null","null","306"
"PCHAS_0200051","PCHAS_0200051.1","P. chabaudi chabaudi","PCHAS_02_v3:40,854..42,947(+)","conserved Plasmodium protein, unknown function","Previous IDs: PC302056.00.0;PCAS_000590;PCHAS_000230","02","66","OG5_139620","4","2","2","1","null","null","2001"
"PCHAS_0200055","PCHAS_0200055.1","P. chabaudi chabaudi","PCHAS_02_v3:45,713..48,779(-)","PIR protein","Previous IDs: PC400349.00.0;PC401925.00.0;PC402244.00.0;PCAS_000580;PCHAS_000220","02","96","OG5_131690","31","3","3","1","null","null","2847"
"PCHAS_0200061","PCHAS_0200061.1","P. chabaudi chabaudi","PCHAS_02_v3:52,878..54,481(+)","fam-a protein","Previous IDs: PC404375.00.0;PCAS_000570;PCHAS_000210","02","3","OG5_243240","0","6","6","1","null","null","924"
"PCHAS_0200065","PCHAS_0200065.1","P. chabaudi chabaudi","PCHAS_02_v3:57,251..58,122(-)","Plasmodium exported protein, unknown function","Previous IDs: PC106750.00.0;PCAS_000560;PCHAS_000200","02","25","OG5_173784","0","2","2","1","null","null","687"
"PCHAS_0200071","PCHAS_0200071.1","P. chabaudi chabaudi","PCHAS_02_v3:61,397..61,915(-)","early transcribed membrane protein","Previous IDs: PC100816.00.0;PCAS_000550;PCHAS_000190","02","6","OG5_194730","0","1","1","1","null","null","519"
"PCHAS_0200100","PCHAS_0200100.1","P. chabaudi chabaudi","PCHAS_02_v3:70,146..70,403(-)","conserved Plasmodium protein, unknown function","Previous IDs: PCHAS_020010","02","44","OG5_173785","0","1","1","1","null","null","258"
"PCHAS_0200200","PCHAS_0200200.1","P. chabaudi chabaudi","PCHAS_02_v3:71,756..73,676(+)","TatD-like deoxyribonuclease, putative","Previous IDs: PC000962.02.0;PCAS_020020;PCHAS_020020","02","43","OG5_126665","0","5","5","1","null","null","1323"
"PCHAS_0200300","PCHAS_0200300.1","P. chabaudi chabaudi","PCHAS_02_v3:73,834..74,371(+)","conserved protein, unknown function","Previous IDs: PC000060.00.0;PCAS_020030;PCHAS_020030","02","41","OG5_130534","0","4","4","1","null","null","240"
"PCHAS_0200400","PCHAS_0200400.1","P. chabaudi chabaudi","PCHAS_02_v3:75,223..77,665(-)","eukaryotic translation initiation factor 4E, putative","Previous IDs: PC301473.00.0;PC400865.00.0;PCAS_020040;PCHAS_020040","02","47","OG5_155007","0","8","8","1","null","null","1644"
"PCHAS_0200500","PCHAS_0200500.1","P. chabaudi chabaudi","PCHAS_02_v3:78,801..79,151(+)","conserved protein, unknown function","Previous IDs: PCHAS_020050","02","43","OG5_162008","0","1","1","1","null","null","351"
"PCHAS_0200600","PCHAS_0200600.1","P. chabaudi chabaudi","PCHAS_02_v3:79,410..80,213(+)","conserved Plasmodium protein, unknown function","Previous IDs: PC000184.00.0;PCAS_020060;PCHAS_020060","02","42","OG5_173664","0","1","1","1","null","null","804"
